KYCRSP_FUNDNO;FSTYBEGDT;FSTYENDDT;LIPPER_OBJ_CD;LIPPER_CLASS
36690;01/05/2012;31/05/2012;IUT;IUT
36690;01/06/2012;30/06/2012;IUT;IUT
36690;31/12/2007;30/03/2008;IUT;IUT
36690;31/03/2008;30/04/2012;IUT;IUT
36690;01/05/2012;31/05/2012;IUT;IUT
36690;01/06/2012;30/06/2012;IUT;IUT
36690;31/12/2007;30/03/2008;IUT;IUT
36690;31/03/2008;30/04/2012;IUT;IUT
36690;01/05/2012;31/05/2012;IUT;IUT
36690;01/06/2012;30/06/2012;IUT;IUT
36691;31/12/2007;30/03/2008;IUT;IUT
36691;31/03/2008;30/04/2012;IUT;IUT
36691;01/05/2012;31/05/2012;IUT;IUT
36691;01/06/2012;30/06/2012;IUT;IUT
36691;31/12/2007;30/03/2008;IUT;IUT
36691;31/03/2008;30/04/2012;IUT;IUT
36691;01/05/2012;31/05/2012;IUT;IUT
36691;01/06/2012;30/06/2012;IUT;IUT
36691;31/12/2007;30/03/2008;IUT;IUT
36691;31/03/2008;30/04/2012;IUT;IUT
36691;01/05/2012;31/05/2012;IUT;IUT
36691;01/06/2012;30/06/2012;IUT;IUT
36691;31/12/2007;30/03/2008;IUT;IUT
36691;31/03/2008;30/04/2012;IUT;IUT
36691;01/05/2012;31/05/2012;IUT;IUT
36691;01/06/2012;30/06/2012;IUT;IUT
36695;31/12/2007;30/03/2008;SUS;SUS
36695;31/03/2008;30/04/2012;SUS;SUS
36695;01/05/2012;31/05/2012;SUS;SUS
36695;01/06/2012;30/06/2012;SUS;SUS
36695;31/12/2007;30/03/2008;SUS;SUS
36695;31/03/2008;30/04/2012;SUS;SUS
36695;01/05/2012;31/05/2012;SUS;SUS
36695;01/06/2012;30/06/2012;SUS;SUS
36695;31/12/2007;30/03/2008;SUS;SUS
36695;31/03/2008;30/04/2012;SUS;SUS
36695;01/05/2012;31/05/2012;SUS;SUS
36695;01/06/2012;30/06/2012;SUS;SUS
36695;31/12/2007;30/03/2008;SUS;SUS
36695;31/03/2008;30/04/2012;SUS;SUS
36695;01/05/2012;31/05/2012;SUS;SUS
36695;01/06/2012;30/06/2012;SUS;SUS
36846;31/03/2008;30/09/2008;SUT;SUT
36847;31/03/2008;30/09/2008;SUT;SUT
36848;31/03/2008;30/09/2008;SIU;SIU
36849;31/03/2008;30/09/2008;IUG;IUG
36850;31/03/2008;30/09/2008;GUT;GUT
36859;31/03/2008;19/05/2011;BBB;BBB
36859;20/05/2011;30/04/2012;FLX;FLX
36859;01/05/2012;31/05/2012;FLX;FLX
36859;01/06/2012;30/06/2012;FLX;FLX
36860;31/03/2008;30/04/2012;BBB;BBB
36860;01/05/2012;31/05/2012;BBB;BBB
36860;01/06/2012;30/06/2012;BBB;BBB
36860;31/03/2008;30/04/2012;BBB;BBB
36860;01/05/2012;31/05/2012;BBB;BBB
36860;01/06/2012;30/06/2012;BBB;BBB
36860;31/03/2008;30/04/2012;BBB;BBB
36860;01/05/2012;31/05/2012;BBB;BBB
36860;01/06/2012;30/06/2012;BBB;BBB
36956;31/03/2008;30/06/2008;IID;IID
36956;01/07/2008;19/03/2012;IID;IID
36956;20/03/2012;30/04/2012;BBB;BBB
36956;01/05/2012;31/05/2012;BBB;BBB
36956;01/06/2012;30/06/2012;BBB;BBB
36956;31/03/2008;30/06/2008;IID;IID
36956;01/07/2008;19/03/2012;IID;IID
36956;20/03/2012;30/04/2012;BBB;BBB
36956;01/05/2012;31/05/2012;BBB;BBB
36956;01/06/2012;30/06/2012;BBB;BBB
36956;31/03/2008;30/06/2008;IID;IID
36956;01/07/2008;19/03/2012;IID;IID
36956;20/03/2012;30/04/2012;BBB;BBB
36956;01/05/2012;31/05/2012;BBB;BBB
36956;01/06/2012;30/06/2012;BBB;BBB
37028;31/03/2008;30/04/2012;SUS;SUS
37028;01/05/2012;31/05/2012;SUS;SUS
37028;01/06/2012;30/06/2012;SUS;SUS
37028;31/03/2008;30/04/2012;SUS;SUS
37028;01/05/2012;31/05/2012;SUS;SUS
37028;01/06/2012;30/06/2012;SUS;SUS
37028;31/03/2008;30/04/2012;SUS;SUS
37028;01/05/2012;31/05/2012;SUS;SUS
37028;01/06/2012;30/06/2012;SUS;SUS
37041;31/03/2008;30/04/2012;BBB;BBB
37041;01/05/2012;31/05/2012;BBB;BBB
37041;01/06/2012;30/06/2012;BBB;BBB
37041;31/03/2008;30/04/2012;BBB;BBB
37041;01/05/2012;31/05/2012;BBB;BBB
37041;01/06/2012;30/06/2012;BBB;BBB
37041;31/03/2008;30/04/2012;BBB;BBB
37041;01/05/2012;31/05/2012;BBB;BBB
37041;01/06/2012;30/06/2012;BBB;BBB
37191;31/03/2008;30/04/2008;GUS;GUS
37191;01/05/2008;30/11/2011;GUS;GUS
37191;01/12/2011;30/04/2012;GUS;GUS
37191;01/05/2012;31/05/2012;GUS;GUS
37191;01/06/2012;30/06/2012;GUS;GUS
37191;31/03/2008;30/04/2008;GUS;GUS
37191;01/05/2008;30/11/2011;GUS;GUS
37191;01/12/2011;30/04/2012;GUS;GUS
37191;01/05/2012;31/05/2012;GUS;GUS
37191;01/06/2012;30/06/2012;GUS;GUS
37191;31/03/2008;30/04/2008;GUS;GUS
37191;01/05/2008;30/11/2011;GUS;GUS
37191;01/12/2011;30/04/2012;GUS;GUS
37191;01/05/2012;31/05/2012;GUS;GUS
37191;01/06/2012;30/06/2012;GUS;GUS
37191;31/03/2008;30/04/2008;GUS;GUS
37191;01/05/2008;30/11/2011;GUS;GUS
37191;01/12/2011;30/04/2012;GUS;GUS
37191;01/05/2012;31/05/2012;GUS;GUS
37191;01/06/2012;30/06/2012;GUS;GUS
37191;31/03/2008;30/04/2008;GUS;GUS
37191;01/05/2008;30/11/2011;GUS;GUS
37191;01/12/2011;30/04/2012;GUS;GUS
37191;01/05/2012;31/05/2012;GUS;GUS
37191;01/06/2012;30/06/2012;GUS;GUS
37195;31/03/2008;30/04/2008;SUS;SUS
37195;01/05/2008;30/04/2012;SUS;SUS
37195;01/05/2012;31/05/2012;SUS;SUS
37195;01/06/2012;30/06/2012;SUS;SUS
37195;31/03/2008;30/04/2008;SUS;SUS
37195;01/05/2008;30/04/2012;SUS;SUS
37195;01/05/2012;31/05/2012;SUS;SUS
37195;01/06/2012;30/06/2012;SUS;SUS
37195;31/03/2008;30/04/2008;SUS;SUS
37195;01/05/2008;30/04/2012;SUS;SUS
37195;01/05/2012;31/05/2012;SUS;SUS
37195;01/06/2012;30/06/2012;SUS;SUS
37195;31/03/2008;30/04/2008;SUS;SUS
37195;01/05/2008;30/04/2012;SUS;SUS
37195;01/05/2012;31/05/2012;SUS;SUS
37195;01/06/2012;30/06/2012;SUS;SUS
37197;31/03/2008;30/04/2008;GUS;GUS
37197;01/05/2008;04/03/2009;GUS;GUS
37197;05/03/2009;30/04/2012;IID;IID
37197;01/05/2012;31/05/2012;IID;IID
37197;01/06/2012;30/06/2012;IID;IID
37197;31/03/2008;30/04/2008;GUS;GUS
37197;01/05/2008;04/03/2009;GUS;GUS
37197;05/03/2009;30/04/2012;IID;IID
37197;01/05/2012;31/05/2012;IID;IID
37197;01/06/2012;30/06/2012;IID;IID
37253;31/03/2008;30/04/2012;BBB;BBB
37253;01/05/2012;31/05/2012;BBB;BBB
37253;01/06/2012;30/06/2012;BBB;BBB
37253;31/03/2008;30/04/2012;BBB;BBB
37253;01/05/2012;31/05/2012;BBB;BBB
37253;01/06/2012;30/06/2012;BBB;BBB
37253;31/03/2008;30/04/2012;BBB;BBB
37253;01/05/2012;31/05/2012;BBB;BBB
37253;01/06/2012;30/06/2012;BBB;BBB
37484;15/04/2008;21/01/2009;A;A
37484;22/01/2009;22/01/2009;BBB;BBB
37484;23/01/2009;01/11/2009;A;A
37484;02/11/2009;30/04/2012;A;A
37484;01/05/2012;31/05/2012;A;A
37484;01/06/2012;30/06/2012;A;A
37484;15/04/2008;21/01/2009;A;A
37484;22/01/2009;22/01/2009;BBB;BBB
37484;23/01/2009;01/11/2009;A;A
37484;02/11/2009;30/04/2012;A;A
37484;01/05/2012;31/05/2012;A;A
37484;01/06/2012;30/06/2012;A;A
37484;15/04/2008;21/01/2009;A;A
37484;22/01/2009;22/01/2009;BBB;BBB
37484;23/01/2009;01/11/2009;A;A
37484;02/11/2009;30/04/2012;A;A
37484;01/05/2012;31/05/2012;A;A
37484;01/06/2012;30/06/2012;A;A
37484;15/04/2008;21/01/2009;A;A
37484;22/01/2009;22/01/2009;BBB;BBB
37484;23/01/2009;01/11/2009;A;A
37484;02/11/2009;30/04/2012;A;A
37484;01/05/2012;31/05/2012;A;A
37484;01/06/2012;30/06/2012;A;A
37484;15/04/2008;21/01/2009;A;A
37484;22/01/2009;22/01/2009;BBB;BBB
37484;23/01/2009;01/11/2009;A;A
37484;02/11/2009;30/04/2012;A;A
37484;01/05/2012;31/05/2012;A;A
37484;01/06/2012;30/06/2012;A;A
37484;15/04/2008;21/01/2009;A;A
37484;22/01/2009;22/01/2009;BBB;BBB
37484;23/01/2009;01/11/2009;A;A
37484;02/11/2009;30/04/2012;A;A
37484;01/05/2012;31/05/2012;A;A
37484;01/06/2012;30/06/2012;A;A
37485;15/04/2008;21/01/2009;A;A
37485;22/01/2009;22/01/2009;BBB;BBB
37485;23/01/2009;30/04/2012;A;A
37485;01/05/2012;31/05/2012;A;A
37485;01/06/2012;30/06/2012;A;A
37485;15/04/2008;21/01/2009;A;A
37485;22/01/2009;22/01/2009;BBB;BBB
37485;23/01/2009;30/04/2012;A;A
37485;01/05/2012;31/05/2012;A;A
37485;01/06/2012;30/06/2012;A;A
37485;15/04/2008;21/01/2009;A;A
37485;22/01/2009;22/01/2009;BBB;BBB
37485;23/01/2009;30/04/2012;A;A
37485;01/05/2012;31/05/2012;A;A
37485;01/06/2012;30/06/2012;A;A
37485;15/04/2008;21/01/2009;A;A
37485;22/01/2009;22/01/2009;BBB;BBB
37485;23/01/2009;30/04/2012;A;A
37485;01/05/2012;31/05/2012;A;A
37485;01/06/2012;30/06/2012;A;A
37485;15/04/2008;21/01/2009;A;A
37485;22/01/2009;22/01/2009;BBB;BBB
37485;23/01/2009;30/04/2012;A;A
37485;01/05/2012;31/05/2012;A;A
37485;01/06/2012;30/06/2012;A;A
37561;21/05/2008;26/05/2008;MM;MM
37561;27/05/2008;12/08/2009;IMM;IMM
37561;13/08/2009;26/10/2009;USO;USO
37561;27/10/2009;30/04/2010;SUS;SUS
37676;15/04/2008;09/09/2008;GB;GB
37676;10/09/2008;30/04/2012;SUT;SUT
37676;01/05/2012;31/05/2012;SUT;SUT
37676;01/06/2012;30/06/2012;SUT;SUT
37676;15/04/2008;09/09/2008;GB;GB
37676;10/09/2008;30/04/2012;SUT;SUT
37676;01/05/2012;31/05/2012;SUT;SUT
37676;01/06/2012;30/06/2012;SUT;SUT
37676;15/04/2008;09/09/2008;GB;GB
37676;10/09/2008;30/04/2012;SUT;SUT
37676;01/05/2012;31/05/2012;SUT;SUT
37676;01/06/2012;30/06/2012;SUT;SUT
37712;08/05/2008;30/04/2012;BBB;BBB
37712;01/05/2012;31/05/2012;BBB;BBB
37712;01/06/2012;30/06/2012;BBB;BBB
37712;08/05/2008;30/04/2012;BBB;BBB
37712;01/05/2012;31/05/2012;BBB;BBB
37712;01/06/2012;30/06/2012;BBB;BBB
37712;08/05/2008;30/04/2012;BBB;BBB
37712;01/05/2012;31/05/2012;BBB;BBB
37712;01/06/2012;30/06/2012;BBB;BBB
37757;15/05/2008;10/06/2008;SIU;SIU
37757;11/06/2008;30/04/2012;GUT;GUT
37757;01/05/2012;31/05/2012;GUT;GUT
37757;01/06/2012;30/06/2012;GUT;GUT
37757;15/05/2008;10/06/2008;SIU;SIU
37757;11/06/2008;30/04/2012;GUT;GUT
37757;01/05/2012;31/05/2012;GUT;GUT
37757;01/06/2012;30/06/2012;GUT;GUT
37757;15/05/2008;10/06/2008;SIU;SIU
37757;11/06/2008;30/04/2012;GUT;GUT
37757;01/05/2012;31/05/2012;GUT;GUT
37757;01/06/2012;30/06/2012;GUT;GUT
37757;15/05/2008;10/06/2008;SIU;SIU
37757;11/06/2008;30/04/2012;GUT;GUT
37757;01/05/2012;31/05/2012;GUT;GUT
37757;01/06/2012;30/06/2012;GUT;GUT
37795;07/05/2008;30/11/2011;GUS;GUS
37795;01/12/2011;30/04/2012;GUS;GUS
37795;01/05/2012;31/05/2012;GUS;GUS
37795;01/06/2012;30/06/2012;GUS;GUS
37795;07/05/2008;30/11/2011;GUS;GUS
37795;01/12/2011;30/04/2012;GUS;GUS
37795;01/05/2012;31/05/2012;GUS;GUS
37795;01/06/2012;30/06/2012;GUS;GUS
37795;07/05/2008;30/11/2011;GUS;GUS
37795;01/12/2011;30/04/2012;GUS;GUS
37795;01/05/2012;31/05/2012;GUS;GUS
37795;01/06/2012;30/06/2012;GUS;GUS
37795;07/05/2008;30/11/2011;GUS;GUS
37795;01/12/2011;30/04/2012;GUS;GUS
37795;01/05/2012;31/05/2012;GUS;GUS
37795;01/06/2012;30/06/2012;GUS;GUS
37800;16/05/2008;30/04/2012;IUT;IUT
37800;01/05/2012;31/05/2012;IUT;IUT
37800;01/06/2012;30/06/2012;IUT;IUT
37800;16/05/2008;30/04/2012;IUT;IUT
37800;01/05/2012;31/05/2012;IUT;IUT
37800;01/06/2012;30/06/2012;IUT;IUT
37800;16/05/2008;30/04/2012;IUT;IUT
37800;01/05/2012;31/05/2012;IUT;IUT
37800;01/06/2012;30/06/2012;IUT;IUT
37987;17/06/2008;12/08/2008;BBB;BBB
37987;13/08/2008;30/09/2008;IID;IID
37987;01/10/2008;30/04/2012;IID;IID
37987;01/05/2012;31/05/2012;IID;IID
37987;01/06/2012;30/06/2012;IID;IID
37988;17/06/2008;12/08/2008;BBB;BBB
37988;13/08/2008;30/09/2008;IID;IID
37988;01/10/2008;30/04/2012;IID;IID
37988;01/05/2012;31/05/2012;IID;IID
37988;01/06/2012;30/06/2012;IID;IID
37989;17/06/2008;12/08/2008;BBB;BBB
37989;13/08/2008;30/09/2008;IID;IID
37989;01/10/2008;30/04/2012;IID;IID
37989;01/05/2012;31/05/2012;IID;IID
37989;01/06/2012;30/06/2012;IID;IID
37990;17/06/2008;12/08/2008;BBB;BBB
37990;13/08/2008;30/09/2008;IID;IID
37990;01/10/2008;30/04/2012;IID;IID
37990;01/05/2012;31/05/2012;IID;IID
37990;01/06/2012;30/06/2012;IID;IID
38001;17/06/2008;19/03/2012;IID;IID
38001;20/03/2012;30/04/2012;BBB;BBB
38001;01/05/2012;31/05/2012;BBB;BBB
38001;01/06/2012;30/06/2012;BBB;BBB
38001;17/06/2008;19/03/2012;IID;IID
38001;20/03/2012;30/04/2012;BBB;BBB
38001;01/05/2012;31/05/2012;BBB;BBB
38001;01/06/2012;30/06/2012;BBB;BBB
38001;17/06/2008;19/03/2012;IID;IID
38001;20/03/2012;30/04/2012;BBB;BBB
38001;01/05/2012;31/05/2012;BBB;BBB
38001;01/06/2012;30/06/2012;BBB;BBB
38041;24/10/2008;03/05/2012;BBB;BBB
38041;04/05/2012;31/05/2012;BBB;BBB
38041;01/06/2012;30/06/2012;BBB;BBB
38041;24/10/2008;03/05/2012;BBB;BBB
38041;04/05/2012;31/05/2012;BBB;BBB
38041;01/06/2012;30/06/2012;BBB;BBB
38041;24/10/2008;03/05/2012;BBB;BBB
38041;04/05/2012;31/05/2012;BBB;BBB
38041;01/06/2012;30/06/2012;BBB;BBB
38059;24/10/2008;03/05/2012;BBB;BBB
38059;04/05/2012;31/05/2012;BBB;BBB
38059;01/06/2012;30/06/2012;BBB;BBB
38059;24/10/2008;03/05/2012;BBB;BBB
38059;04/05/2012;31/05/2012;BBB;BBB
38059;01/06/2012;30/06/2012;BBB;BBB
38059;24/10/2008;03/05/2012;BBB;BBB
38059;04/05/2012;31/05/2012;BBB;BBB
38059;01/06/2012;30/06/2012;BBB;BBB
38067;24/10/2008;03/05/2012;A;A
38067;04/05/2012;31/05/2012;A;A
38067;01/06/2012;30/06/2012;A;A
38067;24/10/2008;03/05/2012;A;A
38067;04/05/2012;31/05/2012;A;A
38067;01/06/2012;30/06/2012;A;A
38067;24/10/2008;03/05/2012;A;A
38067;04/05/2012;31/05/2012;A;A
38067;01/06/2012;30/06/2012;A;A
38077;24/10/2008;08/03/2012;A;A
38077;09/03/2012;03/05/2012;GB;GB
38077;04/05/2012;31/05/2012;GB;GB
38077;01/06/2012;30/06/2012;GB;GB
38080;24/10/2008;31/05/2011;GUS;GUS
38093;24/10/2008;03/05/2012;BBB;BBB
38093;04/05/2012;31/05/2012;BBB;BBB
38093;01/06/2012;30/06/2012;BBB;BBB
38093;24/10/2008;03/05/2012;BBB;BBB
38093;04/05/2012;31/05/2012;BBB;BBB
38093;01/06/2012;30/06/2012;BBB;BBB
38093;24/10/2008;03/05/2012;BBB;BBB
38093;04/05/2012;31/05/2012;BBB;BBB
38093;01/06/2012;30/06/2012;BBB;BBB
38108;24/10/2008;01/12/2011;GUS;GUS
38108;02/12/2011;03/05/2012;GUS;GUS
38108;04/05/2012;31/05/2012;GUS;GUS
38108;01/06/2012;30/06/2012;GUS;GUS
38108;24/10/2008;01/12/2011;GUS;GUS
38108;02/12/2011;03/05/2012;GUS;GUS
38108;04/05/2012;31/05/2012;GUS;GUS
38108;01/06/2012;30/06/2012;GUS;GUS
38108;24/10/2008;01/12/2011;GUS;GUS
38108;02/12/2011;03/05/2012;GUS;GUS
38108;04/05/2012;31/05/2012;GUS;GUS
38108;01/06/2012;30/06/2012;GUS;GUS
38108;24/10/2008;01/12/2011;GUS;GUS
38108;02/12/2011;03/05/2012;GUS;GUS
38108;04/05/2012;31/05/2012;GUS;GUS
38108;01/06/2012;30/06/2012;GUS;GUS
38115;24/10/2008;03/05/2012;BBB;BBB
38115;04/05/2012;31/05/2012;BBB;BBB
38115;01/06/2012;30/06/2012;BBB;BBB
38115;24/10/2008;03/05/2012;BBB;BBB
38115;04/05/2012;31/05/2012;BBB;BBB
38115;01/06/2012;30/06/2012;BBB;BBB
38115;24/10/2008;03/05/2012;BBB;BBB
38115;04/05/2012;31/05/2012;BBB;BBB
38115;01/06/2012;30/06/2012;BBB;BBB
38120;24/10/2008;03/05/2012;BBB;BBB
38120;04/05/2012;31/05/2012;BBB;BBB
38120;01/06/2012;30/06/2012;BBB;BBB
38120;24/10/2008;03/05/2012;BBB;BBB
38120;04/05/2012;31/05/2012;BBB;BBB
38120;01/06/2012;30/06/2012;BBB;BBB
38120;24/10/2008;03/05/2012;BBB;BBB
38120;04/05/2012;31/05/2012;BBB;BBB
38120;01/06/2012;30/06/2012;BBB;BBB
38123;24/10/2008;16/07/2009;GUS;GUS
38123;17/07/2009;13/08/2009;IUG;IUG
38123;14/08/2009;01/12/2011;GUS;GUS
38123;02/12/2011;03/05/2012;GUS;GUS
38123;04/05/2012;31/05/2012;GUS;GUS
38123;01/06/2012;30/06/2012;GUS;GUS
38123;24/10/2008;16/07/2009;GUS;GUS
38123;17/07/2009;13/08/2009;IUG;IUG
38123;14/08/2009;01/12/2011;GUS;GUS
38123;02/12/2011;03/05/2012;GUS;GUS
38123;04/05/2012;31/05/2012;GUS;GUS
38123;01/06/2012;30/06/2012;GUS;GUS
38123;24/10/2008;16/07/2009;GUS;GUS
38123;17/07/2009;13/08/2009;IUG;IUG
38123;14/08/2009;01/12/2011;GUS;GUS
38123;02/12/2011;03/05/2012;GUS;GUS
38123;04/05/2012;31/05/2012;GUS;GUS
38123;01/06/2012;30/06/2012;GUS;GUS
38123;24/10/2008;16/07/2009;GUS;GUS
38123;17/07/2009;13/08/2009;IUG;IUG
38123;14/08/2009;01/12/2011;GUS;GUS
38123;02/12/2011;03/05/2012;GUS;GUS
38123;04/05/2012;31/05/2012;GUS;GUS
38123;01/06/2012;30/06/2012;GUS;GUS
38123;24/10/2008;16/07/2009;GUS;GUS
38123;17/07/2009;13/08/2009;IUG;IUG
38123;14/08/2009;01/12/2011;GUS;GUS
38123;02/12/2011;03/05/2012;GUS;GUS
38123;04/05/2012;31/05/2012;GUS;GUS
38123;01/06/2012;30/06/2012;GUS;GUS
38123;24/10/2008;16/07/2009;GUS;GUS
38123;17/07/2009;13/08/2009;IUG;IUG
38123;14/08/2009;01/12/2011;GUS;GUS
38123;02/12/2011;03/05/2012;GUS;GUS
38123;04/05/2012;31/05/2012;GUS;GUS
38123;01/06/2012;30/06/2012;GUS;GUS
38141;24/10/2008;31/01/2009;BBB;BBB
38147;24/10/2008;26/04/2012;IID;IID
38147;27/04/2012;03/05/2012;BBB;BBB
38147;04/05/2012;31/05/2012;BBB;BBB
38147;01/06/2012;30/06/2012;BBB;BBB
38147;24/10/2008;26/04/2012;IID;IID
38147;27/04/2012;03/05/2012;BBB;BBB
38147;04/05/2012;31/05/2012;BBB;BBB
38147;01/06/2012;30/06/2012;BBB;BBB
38147;24/10/2008;26/04/2012;IID;IID
38147;27/04/2012;03/05/2012;BBB;BBB
38147;04/05/2012;31/05/2012;BBB;BBB
38147;01/06/2012;30/06/2012;BBB;BBB
38174;24/10/2008;01/12/2011;GUS;GUS
38174;02/12/2011;03/05/2012;GUS;GUS
38174;04/05/2012;31/05/2012;GUS;GUS
38174;01/06/2012;30/06/2012;GUS;GUS
38174;24/10/2008;01/12/2011;GUS;GUS
38174;02/12/2011;03/05/2012;GUS;GUS
38174;04/05/2012;31/05/2012;GUS;GUS
38174;01/06/2012;30/06/2012;GUS;GUS
38174;24/10/2008;01/12/2011;GUS;GUS
38174;02/12/2011;03/05/2012;GUS;GUS
38174;04/05/2012;31/05/2012;GUS;GUS
38174;01/06/2012;30/06/2012;GUS;GUS
38174;24/10/2008;01/12/2011;GUS;GUS
38174;02/12/2011;03/05/2012;GUS;GUS
38174;04/05/2012;31/05/2012;GUS;GUS
38174;01/06/2012;30/06/2012;GUS;GUS
38187;24/10/2008;03/05/2012;BBB;BBB
38187;04/05/2012;31/05/2012;BBB;BBB
38187;01/06/2012;30/06/2012;BBB;BBB
38187;24/10/2008;03/05/2012;BBB;BBB
38187;04/05/2012;31/05/2012;BBB;BBB
38187;01/06/2012;30/06/2012;BBB;BBB
38187;24/10/2008;03/05/2012;BBB;BBB
38187;04/05/2012;31/05/2012;BBB;BBB
38187;01/06/2012;30/06/2012;BBB;BBB
38197;24/10/2008;03/05/2012;A;A
38197;04/05/2012;31/05/2012;A;A
38197;01/06/2012;30/06/2012;A;A
38197;24/10/2008;03/05/2012;A;A
38197;04/05/2012;31/05/2012;A;A
38197;01/06/2012;30/06/2012;A;A
38197;24/10/2008;03/05/2012;A;A
38197;04/05/2012;31/05/2012;A;A
38197;01/06/2012;30/06/2012;A;A
38203;24/10/2008;01/12/2011;GUS;GUS
38203;02/12/2011;03/05/2012;GUS;GUS
38203;04/05/2012;31/05/2012;GUS;GUS
38203;01/06/2012;30/06/2012;GUS;GUS
38203;24/10/2008;01/12/2011;GUS;GUS
38203;02/12/2011;03/05/2012;GUS;GUS
38203;04/05/2012;31/05/2012;GUS;GUS
38203;01/06/2012;30/06/2012;GUS;GUS
38203;24/10/2008;01/12/2011;GUS;GUS
38203;02/12/2011;03/05/2012;GUS;GUS
38203;04/05/2012;31/05/2012;GUS;GUS
38203;01/06/2012;30/06/2012;GUS;GUS
38203;24/10/2008;01/12/2011;GUS;GUS
38203;02/12/2011;03/05/2012;GUS;GUS
38203;04/05/2012;31/05/2012;GUS;GUS
38203;01/06/2012;30/06/2012;GUS;GUS
38204;24/10/2008;03/05/2012;A;A
38204;04/05/2012;31/05/2012;A;A
38204;01/06/2012;30/06/2012;A;A
38204;24/10/2008;03/05/2012;A;A
38204;04/05/2012;31/05/2012;A;A
38204;01/06/2012;30/06/2012;A;A
38204;24/10/2008;03/05/2012;A;A
38204;04/05/2012;31/05/2012;A;A
38204;01/06/2012;30/06/2012;A;A
38213;24/10/2008;01/12/2011;GUS;GUS
38213;02/12/2011;03/05/2012;GUS;GUS
38213;04/05/2012;31/05/2012;GUS;GUS
38213;01/06/2012;30/06/2012;GUS;GUS
38213;24/10/2008;01/12/2011;GUS;GUS
38213;02/12/2011;03/05/2012;GUS;GUS
38213;04/05/2012;31/05/2012;GUS;GUS
38213;01/06/2012;30/06/2012;GUS;GUS
38213;24/10/2008;01/12/2011;GUS;GUS
38213;02/12/2011;03/05/2012;GUS;GUS
38213;04/05/2012;31/05/2012;GUS;GUS
38213;01/06/2012;30/06/2012;GUS;GUS
38213;24/10/2008;01/12/2011;GUS;GUS
38213;02/12/2011;03/05/2012;GUS;GUS
38213;04/05/2012;31/05/2012;GUS;GUS
38213;01/06/2012;30/06/2012;GUS;GUS
38218;24/10/2008;03/05/2012;A;A
38218;04/05/2012;31/05/2012;A;A
38218;01/06/2012;30/06/2012;A;A
38218;24/10/2008;03/05/2012;A;A
38218;04/05/2012;31/05/2012;A;A
38218;01/06/2012;30/06/2012;A;A
38218;24/10/2008;03/05/2012;A;A
38218;04/05/2012;31/05/2012;A;A
38218;01/06/2012;30/06/2012;A;A
38224;24/10/2008;03/05/2012;A;A
38224;04/05/2012;31/05/2012;A;A
38224;01/06/2012;30/06/2012;A;A
38224;24/10/2008;03/05/2012;A;A
38224;04/05/2012;31/05/2012;A;A
38224;01/06/2012;30/06/2012;A;A
38224;24/10/2008;03/05/2012;A;A
38224;04/05/2012;31/05/2012;A;A
38224;01/06/2012;30/06/2012;A;A
38227;24/10/2008;30/11/2009;BBB;BBB
38231;24/10/2008;31/08/2010;GUS;GUS
38233;24/10/2008;16/07/2009;A;A
38233;17/07/2009;03/05/2012;IID;IID
38233;04/05/2012;31/05/2012;IID;IID
38233;01/06/2012;30/06/2012;IID;IID
38235;24/10/2008;03/05/2012;A;A
38235;04/05/2012;31/05/2012;A;A
38235;01/06/2012;30/06/2012;A;A
38235;24/10/2008;03/05/2012;A;A
38235;04/05/2012;31/05/2012;A;A
38235;01/06/2012;30/06/2012;A;A
38235;24/10/2008;03/05/2012;A;A
38235;04/05/2012;31/05/2012;A;A
38235;01/06/2012;30/06/2012;A;A
38241;24/10/2008;29/03/2012;A;A
38241;30/03/2012;03/05/2012;IID;IID
38241;04/05/2012;31/05/2012;IID;IID
38241;01/06/2012;30/06/2012;IID;IID
38249;31/07/2008;01/12/2011;GUS;GUS
38249;02/12/2011;03/05/2012;GUS;GUS
38249;04/05/2012;31/05/2012;GUS;GUS
38249;01/06/2012;30/06/2012;GUS;GUS
38249;31/07/2008;01/12/2011;GUS;GUS
38249;02/12/2011;03/05/2012;GUS;GUS
38249;04/05/2012;31/05/2012;GUS;GUS
38249;01/06/2012;30/06/2012;GUS;GUS
38249;31/07/2008;01/12/2011;GUS;GUS
38249;02/12/2011;03/05/2012;GUS;GUS
38249;04/05/2012;31/05/2012;GUS;GUS
38249;01/06/2012;30/06/2012;GUS;GUS
38249;31/07/2008;01/12/2011;GUS;GUS
38249;02/12/2011;03/05/2012;GUS;GUS
38249;04/05/2012;31/05/2012;GUS;GUS
38249;01/06/2012;30/06/2012;GUS;GUS
38256;24/10/2008;03/05/2012;BBB;BBB
38256;04/05/2012;31/05/2012;BBB;BBB
38256;01/06/2012;30/06/2012;BBB;BBB
38256;24/10/2008;03/05/2012;BBB;BBB
38256;04/05/2012;31/05/2012;BBB;BBB
38256;01/06/2012;30/06/2012;BBB;BBB
38256;24/10/2008;03/05/2012;BBB;BBB
38256;04/05/2012;31/05/2012;BBB;BBB
38256;01/06/2012;30/06/2012;BBB;BBB
38270;24/10/2008;03/05/2012;A;A
38270;04/05/2012;31/05/2012;A;A
38270;01/06/2012;30/06/2012;A;A
38270;24/10/2008;03/05/2012;A;A
38270;04/05/2012;31/05/2012;A;A
38270;01/06/2012;30/06/2012;A;A
